wavenumber_cm-1,acrylic_absorbance,epoxy_absorbance,polyurethane_absorbance
1216.00,0.360540,0.244347,0.575559
1214.00,0.332745,0.222702,0.565689
1212.00,0.307981,0.201018,0.552178
1210.00,0.286283,0.185688,0.534527
1208.00,0.267533,0.169518,0.514698
1206.00,0.251722,0.155450,0.492571
1204.00,0.241155,0.144234,0.466305
1202.00,0.235001,0.132068,0.438903
1200.00,0.234510,0.123194,0.413381
1198.00,0.235868,0.116215,0.384421
1196.00,0.242039,0.106805,0.354592
1194.00,0.253487,0.101087,0.327696
1192.00,0.269484,0.099497,0.301121
1190.00,0.285691,0.094415,0.275429
1188.00,0.309594,0.092602,0.251365
1186.00,0.333992,0.089106,0.229531
1184.00,0.359201,0.086165,0.208010
1182.00,0.388170,0.086265,0.189494
1180.00,0.416781,0.084776,0.173743
1178.00,0.444672,0.083634,0.158480
1176.00,0.472693,0.081414,0.144668
1174.00,0.498135,0.083846,0.134891
1172.00,0.523740,0.082611,0.123178
1170.00,0.543059,0.081727,0.114620
1168.00,0.559807,0.082563,0.108815
1166.00,0.572531,0.083046,0.100738
1164.00,0.579559,0.079894,0.096084
1162.00,0.581615,0.081625,0.093125
1160.00,0.578119,0.082731,0.089298
1158.00,0.571631,0.081111,0.088475
1156.00,0.559821,0.083500,0.084626
1154.00,0.540958,0.083481,0.084830
1152.00,0.519407,0.082507,0.081536
1150.00,0.496584,0.080952,0.080636
1148.00,0.467563,0.081742,0.080694
1146.00,0.439932,0.081807,0.078881
1144.00,0.409099,0.083615,0.078837
1142.00,0.375348,0.083674,0.079507
1140.00,0.345882,0.084082,0.080423
1138.00,0.313983,0.083593,0.081941
1136.00,0.285290,0.082882,0.081155
1134.00,0.255977,0.084172,0.082205
1132.00,0.230136,0.082388,0.082828
1130.00,0.204505,0.082995,0.085923
1128.00,0.183653,0.085128,0.086650
1126.00,0.163270,0.083456,0.089730
1124.00,0.146158,0.085358,0.091642
1122.00,0.131567,0.085926,0.093875
1120.00,0.119161,0.084314,0.099631
1118.00,0.107258,0.085394,0.106445
1116.00,0.097121,0.084215,0.112331
1114.00,0.091181,0.083756,0.121144
1112.00,0.083081,0.084301,0.129691
1110.00,0.078143,0.083713,0.142827
1108.00,0.075550,0.085316,0.153651
1106.00,0.072076,0.086822,0.170735
1104.00,0.069743,0.087428,0.186545
1102.00,0.066548,0.084450,0.204880
1100.00,0.065425,0.086117,0.227917
1098.00,0.064316,0.086155,0.249989
1096.00,0.064294,0.085642,0.273950
1094.00,0.062565,0.088098,0.301185
1092.00,0.063498,0.086814,0.326543
1090.00,0.064140,0.087905,0.355359
1088.00,0.062580,0.085832,0.381989
1086.00,0.063802,0.087704,0.408300
1084.00,0.062227,0.086391,0.435719
1082.00,0.064054,0.087128,0.457691
1080.00,0.063715,0.087207,0.480274
1078.00,0.062663,0.088400,0.497801
1076.00,0.061989,0.089103,0.513753
1074.00,0.064055,0.088120,0.524190
1072.00,0.063570,0.087571,0.528807
1070.00,0.062847,0.090110,0.533878
1068.00,0.062428,0.087633,0.532031
1066.00,0.063927,0.088025,0.524739
1064.00,0.063281,0.090067,0.513918
1062.00,0.064008,0.087957,0.500434
1060.00,0.064846,0.088352,0.481886
1058.00,0.065329,0.091375,0.460488
1056.00,0.063121,0.089354,0.436916
1054.00,0.063837,0.088799,0.410866
1052.00,0.064311,0.090093,0.386101
1050.00,0.064287,0.088786,0.356273
1048.00,0.065785,0.091670,0.331454
1046.00,0.064987,0.091831,0.305524
1044.00,0.065132,0.089835,0.279966
1042.00,0.065518,0.092239,0.255783
1040.00,0.064134,0.090183,0.230999
1038.00,0.064772,0.091651,0.211626
1036.00,0.065437,0.090430,0.193372
1034.00,0.066714,0.091873,0.175505
1032.00,0.066713,0.092858,0.161055
1030.00,0.066875,0.092966,0.147583
1028.00,0.064750,0.093508,0.137584
1026.00,0.065828,0.092855,0.128347
1024.00,0.066351,0.093431,0.118937
1022.00,0.065673,0.093549,0.113435
1020.00,0.065701,0.094328,0.108880
1018.00,0.067361,0.093998,0.103825
1016.00,0.066163,0.092892,0.098462
1014.00,0.066613,0.093929,0.098765
1012.00,0.066150,0.094704,0.096669
1010.00,0.067346,0.092139,0.095042
1008.00,0.067884,0.095355,0.091776
1006.00,0.067154,0.093115,0.090473
1004.00,0.066709,0.095299,0.091572
1002.00,0.068175,0.092984,0.090282
1000.00,0.068391,0.094509,0.090920
998.00,0.067531,0.095057,0.090204
996.00,0.067814,0.094958,0.089840
994.00,0.067833,0.093911,0.091097
992.00,0.068407,0.093598,0.090703
990.00,0.068968,0.096463,0.089614
988.00,0.068515,0.096609,0.090571
986.00,0.067277,0.095950,0.090642
984.00,0.068993,0.097071,0.088720
982.00,0.067312,0.096024,0.091337
980.00,0.068729,0.096470,0.092053
978.00,0.069129,0.097301,0.089901
976.00,0.067590,0.097761,0.092026
974.00,0.069504,0.095359,0.089247
972.00,0.067415,0.096577,0.091107
970.00,0.068345,0.097401,0.092604
968.00,0.067744,0.097676,0.092384
966.00,0.067657,0.100052,0.091624
964.00,0.068966,0.101545,0.090551
962.00,0.070044,0.102162,0.091977
960.00,0.069608,0.107645,0.090932
958.00,0.070135,0.110545,0.092836
956.00,0.070052,0.118072,0.091491
954.00,0.068023,0.128469,0.092468
952.00,0.069301,0.141532,0.090240
950.00,0.069197,0.155584,0.093527
948.00,0.070338,0.178145,0.093001
946.00,0.069076,0.205360,0.093019
944.00,0.070219,0.235479,0.092773
942.00,0.069867,0.276983,0.091862
940.00,0.070561,0.324275,0.092677
938.00,0.069376,0.375545,0.092432
936.00,0.069343,0.438406,0.090803
934.00,0.069176,0.502231,0.092968
932.00,0.070617,0.574210,0.093187
930.00,0.069619,0.645529,0.093289
928.00,0.070502,0.718686,0.093744
926.00,0.069462,0.790816,0.092771
924.00,0.069625,0.853634,0.092899
922.00,0.068942,0.909412,0.092545
920.00,0.070759,0.952670,0.091244
918.00,0.070825,0.985554,0.094141
916.00,0.070356,1.000000,0.093161
914.00,0.070347,0.999668,0.093374
912.00,0.069285,0.984292,0.093544
910.00,0.069368,0.954201,0.092227
908.00,0.071161,0.910743,0.092963
906.00,0.070048,0.854830,0.094024
904.00,0.069357,0.790780,0.093612
902.00,0.071025,0.720430,0.092652
900.00,0.069154,0.648375,0.094536
898.00,0.070892,0.574803,0.093808
896.00,0.071435,0.505619,0.092291
894.00,0.071281,0.438843,0.094695
892.00,0.071438,0.376122,0.093218
890.00,0.070234,0.322939,0.092587
888.00,0.069301,0.277660,0.094797
886.00,0.070159,0.239181,0.094433
884.00,0.071499,0.206245,0.092722
882.00,0.071117,0.180228,0.091873
880.00,0.071167,0.158692,0.091823
878.00,0.072767,0.142331,0.093284
876.00,0.071859,0.129361,0.092827
874.00,0.074930,0.120516,0.094086
872.00,0.075787,0.115218,0.092542
870.00,0.079755,0.111778,0.092713
868.00,0.082988,0.114220,0.091746
866.00,0.086930,0.114820,0.092450
864.00,0.093344,0.116336,0.094528
862.00,0.102972,0.122698,0.093431
860.00,0.111620,0.130401,0.093603
858.00,0.123540,0.139021,0.092369
856.00,0.139019,0.150609,0.093727
854.00,0.156035,0.169164,0.092869
852.00,0.175464,0.187388,0.094135
850.00,0.197575,0.205540,0.093835
848.00,0.218648,0.228448,0.093604
846.00,0.244858,0.253403,0.091344
844.00,0.267837,0.280102,0.093604
842.00,0.293807,0.306481,0.092823
840.00,0.315124,0.331694,0.093748
838.00,0.337535,0.352502,0.091643
836.00,0.354475,0.373377,0.093354
834.00,0.366305,0.387772,0.093485
832.00,0.374505,0.395581,0.091505
830.00,0.377877,0.397383,0.092222
828.00,0.374148,0.396509,0.092528
826.00,0.365416,0.387024,0.091351
824.00,0.354401,0.373693,0.092130
822.00,0.337165,0.354873,0.092367
820.00,0.315271,0.329194,0.091904
818.00,0.292280,0.306848,0.092574
816.00,0.268519,0.280820,0.093260
814.00,0.242368,0.254129,0.091990
812.00,0.218624,0.228860,0.092026
810.00,0.195777,0.205966,0.091816
808.00,0.173205,0.184040,0.091384
806.00,0.154525,0.166762,0.089957
804.00,0.137655,0.150150,0.092916
802.00,0.123252,0.138252,0.090017
800.00,0.109746,0.125223,0.091228
798.00,0.100468,0.116784,0.091151
796.00,0.093171,0.111869,0.089591
794.00,0.085956,0.106563,0.090006
792.00,0.081606,0.104579,0.090079
790.00,0.076406,0.101736,0.090769
788.00,0.073784,0.098728,0.089865
786.00,0.071948,0.097697,0.090318
784.00,0.070329,0.095575,0.091965
782.00,0.070359,0.096342,0.088970
780.00,0.069300,0.097030,0.089783
778.00,0.068897,0.094749,0.091357
776.00,0.067433,0.094556,0.089682
774.00,0.067632,0.096303,0.090267
772.00,0.068165,0.093744,0.088344
770.00,0.067159,0.093354,0.089280
768.00,0.066904,0.093590,0.089755
766.00,0.068233,0.095396,0.088573
764.00,0.067376,0.095798,0.090529
762.00,0.066682,0.095263,0.089134
760.00,0.066879,0.095225,0.089566
758.00,0.066622,0.092934,0.089445
756.00,0.067243,0.092318,0.090048
754.00,0.067416,0.094033,0.089497
752.00,0.066887,0.094115,0.089341
750.00,0.067218,0.092703,0.087860
748.00,0.066740,0.092089,0.088712
746.00,0.066331,0.092112,0.087108
744.00,0.065861,0.093591,0.089250
742.00,0.066604,0.091786,0.087520
740.00,0.066541,0.091981,0.086734
738.00,0.066612,0.092776,0.089370
736.00,0.066122,0.092036,0.086232
734.00,0.066210,0.091876,0.087204
732.00,0.066447,0.092551,0.088663
730.00,0.066414,0.090698,0.086784
728.00,0.064730,0.091487,0.086763
726.00,0.065897,0.093725,0.087552
724.00,0.065781,0.091070,0.088029
722.00,0.064941,0.090139,0.088107
720.00,0.064311,0.090464,0.087570
718.00,0.064287,0.090883,0.086809
716.00,0.065574,0.091578,0.085914
714.00,0.065294,0.092380,0.084784
712.00,0.063920,0.092812,0.085778
710.00,0.065392,0.089843,0.085909
708.00,0.065238,0.089295,0.086459
706.00,0.064612,0.091443,0.085751
704.00,0.064623,0.091813,0.085550
702.00,0.063725,0.090150,0.084600
700.00,0.065286,0.089249,0.084015
698.00,0.063372,0.088875,0.086633
696.00,0.064093,0.088908,0.084834
694.00,0.063873,0.089228,0.083883
692.00,0.063034,0.089875,0.084904
690.00,0.065014,0.088260,0.086148
688.00,0.065056,0.091230,0.085714
686.00,0.064159,0.088125,0.086084
684.00,0.063846,0.088930,0.086103
682.00,0.062841,0.088777,0.084786
680.00,0.062843,0.090487,0.085381
678.00,0.063044,0.088877,0.085113
676.00,0.063650,0.088705,0.085697
674.00,0.064520,0.090233,0.082511
672.00,0.062248,0.089309,0.084878
670.00,0.063755,0.087382,0.085081
668.00,0.062282,0.087938,0.082318
666.00,0.064049,0.088438,0.082049
664.00,0.063796,0.088526,0.084796
662.00,0.061936,0.089174,0.084260
660.00,0.062562,0.088149,0.084036
658.00,0.061961,0.088122,0.082648
656.00,0.061830,0.086217,0.083267
654.00,0.062102,0.087618,0.083687
652.00,0.061826,0.085945,0.082322
650.00,0.063523,0.088154,0.082768
